"Location","Year","Location.Description","Site.Number","Colony.Size.Class","Colony.Location.Class","Count","Type.of.Info","Lat","Long","Notes.x","Collector","Source","Location_Code_SCoBC2023","Location_B_SCoBC2023","check.location.match","Location_Code_final","Location_final","Latitude_final","Longitude_final","Notes.y"
"Mandarte South Islet",1974,"",NA,3,NA,71,"Nests",48.6314,-123.2808,"","BC Provincial Museum","B.C. Nest Record Scheme","GI-750","Mandarte Island",NA,NA,"Mandarte South Islet",48.6314,-123.2808,"name and coordinates set to KBB2020"
"Mandarte South Islet",1977,"",NA,3,NA,71,"Nests",48.6314,-123.2808,"","","B.C Nest Record Scheme","GI-750","Mandarte Island",NA,NA,"Mandarte South Islet",48.6314,-123.2808,"name and coordinates set to KBB2020"
"Mandarte South Islet",1980,"",NA,3,NA,106,"Nests",48.6314,-123.2808,"","","B.C. Nest Record Scheme","GI-750","Mandarte Island",NA,NA,"Mandarte South Islet",48.6314,-123.2808,"name and coordinates set to KBB2020"
"Mandarte South Islet",1985,"",NA,3,NA,100,"Nests",48.6314,-123.2808,"","","Vermeer and Devito 1989","GI-750","Mandarte Island",NA,NA,"Mandarte South Islet",48.6314,-123.2808,"name and coordinates set to KBB2020"
"Mandarte South Islet",1986,"165m SE of Mandarte",NA,3,NA,104,"Nests",48.6314,-123.2808,"","","Vermeer and Devito 1989","GI-750","Mandarte Island",NA,NA,"Mandarte South Islet",48.6314,-123.2808,"name and coordinates set to KBB2020"
"Mandarte South Islet",1997,"",NA,3,NA,97,"Nests",48.6314,-123.2808,"","","Sullivan et al 2002","GI-750","Mandarte Island",NA,NA,"Mandarte South Islet",48.6314,-123.2808,"name and coordinates set to KBB2020"
"Mandarte South Islet",2007,"",NA,3,NA,0,"Nests",48.6314,-123.2808,"Don't think I believe this - there were at least 20 N there in 2008","P. Arcese?","Unpubl. Data - ""Arcese"" file in GWGU_laura","GI-750","Mandarte Island",NA,NA,"Mandarte South Islet",48.6314,-123.2808,"name and coordinates set to KBB2020"
"Mandarte South Islet",2010,"",NA,3,NA,28,"Nests",48.6314,-123.2808,"","","","GI-750","Mandarte Island",NA,NA,"Mandarte South Islet",48.6314,-123.2808,"name and coordinates set to KBB2020"
"Mary Tod Island",1986,"",NA,1,NA,1,"Nest",48.4275,-123.2987,"","","Vermeer and Devito 1989","GI-850","Mary Tod Island",NA,"GI-850","Mary Tod Island",48.4275,-123.2986,NA
"Mary Tod Island",2007,"",NA,1,NA,2,"Nests",48.4275,-123.2987,"","L Blight from boat survey","Oak Bay islands GWGU nest counts 2009","GI-850","Mary Tod Island",NA,"GI-850","Mary Tod Island",48.4275,-123.2986,NA
"Maude Island",1986,"",NA,1,NA,2,"Nests",49.2704,-124.0816,"","","Vermeer and Devito 1989","GI-040","Maude Island",NA,"GI-040","Maude Island",49.2706,-124.0819,NA
"Maude Island",2010,"",NA,1,NA,0,"Nests",49.2704,-124.0816,"","","","GI-040","Maude Island",NA,"GI-040","Maude Island",49.2706,-124.0819,NA
"McRae Islet",1969,"",NA,4,NA,97,"Nests",49.7435,-124.2927,"","","Campbell et al 1990","SG-130","McRae Islet",NA,"SG-130","McRae Islet",49.7436,-124.2925,NA
"McRae Islet",1974,"",NA,4,NA,97,"Pair",49.7435,-124.2927,"","","Campbell 1976","SG-130","McRae Islet",NA,"SG-130","McRae Islet",49.7436,-124.2925,NA
"McRae Islet",1986,"",NA,4,NA,262,"Nests",49.7435,-124.2927,"","","Vermeer and Devito 1989","SG-130","McRae Islet",NA,"SG-130","McRae Islet",49.7436,-124.2925,NA
"Merry Island and Franklin Rock",1950,"",NA,5,NA,800,"Pair",49.4694,-123.9176,"Orig est 700-800, but separately for Merry & Franklin were 700-800 & 100","J.A. Brooks, Fisheries Guardian","Drent and Guiguet 1961","SG-370","Merry Island",NA,"SG-370","Merry Island",49.4692,-123.9189,NA
"Merry Island and Franklin Rock",1960,"",NA,5,NA,600,"Pair",49.4694,-123.9176,"","","B.C Nest Record Scheme","SG-370","Merry Island",NA,"SG-370","Merry Island",49.4692,-123.9189,NA
"Merry Island and Franklin Rock",1968,"",NA,5,NA,395,"Pair",49.4694,-123.9176,"","","B.C Nest Record Scheme","SG-370","Merry Island",NA,"SG-370","Merry Island",49.4692,-123.9189,NA
"Merry Island and Franklin Rock",1974,"",NA,5,NA,1005,"Pair",49.4694,-123.9176,"Orig data point said 639, but sum from Campbell 1976 is 1005","","B.C Nest Record Scheme","SG-370","Merry Island",NA,"SG-370","Merry Island",49.4692,-123.9189,NA
"Merry Island and Franklin Rock",1975,"",NA,5,NA,622,"Pair",49.4694,-123.9176,"Orig data point of 581 is not sum of sep Merry & Franklin counts","","B.C Nest Record Scheme","SG-370","Merry Island",NA,"SG-370","Merry Island",49.4692,-123.9189,NA
"Merry Island and Franklin Rock",1976,"",NA,5,NA,779,"Pair",49.4694,-123.9176,"","","B.C Nest Record Scheme","SG-370","Merry Island",NA,"SG-370","Merry Island",49.4692,-123.9189,NA
"Merry Island and Franklin Rock",1986,"",NA,5,NA,228,"Nests",49.4694,-123.9176,"Sum of Vermeer & Devito counts","","","SG-370","Merry Island",NA,"SG-370","Merry Island",49.4692,-123.9189,NA
"Merry Island and Franklin Rock",2006,"",NA,5,NA,100,"Pair",49.4694,-123.9176,"Rob Butler est for Franklin; assume 0 on Merry","","","SG-370","Merry Island",NA,"SG-370","Merry Island",49.4692,-123.9189,NA
"Merry Island and Franklin Rock",2010,"",NA,5,NA,46,"Nests",49.4694,-123.9176,"3 N on Merry","","LKB & TO","SG-370","Merry Island",NA,"SG-370","Merry Island",49.4692,-123.9189,NA
"Miami Islet",1968,"",NA,3,NA,25,"Pair",49.0375,-123.7095,"","R and J Drent","B.C. Nest Record Scheme","GI-190","Miami Islet",NA,"GI-190","Miami Islet",49.0372,-123.7094,NA
"Miami Islet",1974,"",NA,3,NA,52,"Pair",49.0375,-123.7095,"","","Campbell 1976","GI-190","Miami Islet",NA,"GI-190","Miami Islet",49.0372,-123.7094,NA
"Miami Islet",1977,"",NA,3,NA,43,"Nests",49.0375,-123.7095,"","L Milnes, M Rodway","B.C. Nest Record Scheme","GI-190","Miami Islet",NA,"GI-190","Miami Islet",49.0372,-123.7094,NA
"Miami Islet",1980,"",NA,3,NA,17,"Nests",49.0375,-123.7095,"","E Perkins, R Gibbs, J Goodall","B.C Nest Record Scheme","GI-190","Miami Islet",NA,"GI-190","Miami Islet",49.0372,-123.7094,NA
"Miami Islet",1981,"",NA,3,NA,19,"Nests",49.0375,-123.7095,"","G Kiaser, S Webb, L Giliberti, M McNall","B.C Nest Record Scheme","GI-190","Miami Islet",NA,"GI-190","Miami Islet",49.0372,-123.7094,NA
"Miami Islet",1986,"",NA,3,NA,38,"Nests",49.0375,-123.7095,"","","Vermeer and Devito 1989","GI-190","Miami Islet",NA,"GI-190","Miami Islet",49.0372,-123.7094,NA
"Miami Islet",2010,"",NA,3,NA,5,"Nests",49.0375,-123.7095,"","","","GI-190","Miami Islet",NA,"GI-190","Miami Islet",49.0372,-123.7094,NA
"Mitlenatch Island",1922,"",NA,5,NA,500,"Pair",49.9506,-125.005,"","T Pearse, Taverner, HM Laing, E Jackson","B.C. Nest Record Scheme","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1923,"",NA,5,NA,600,"Nests. Est 1500 individuals",49.9506,-125.005,"","Mr. R. M. Stewart","Pearse 1923","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1927,"",NA,5,NA,150,"Nests",49.9506,-125.005,"","Pearse 1929","Drent and Guiguet 1961","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1928,"",NA,5,NA,400,"Pair",49.9506,-125.005,"","Pearse 1929","Drent and Guiguet 1961","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1959,"",NA,5,NA,600,"Pair",49.9506,-125.005,"","D. Stirling BCNRS","Drent and Guiguet 1961","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1960,"",NA,5,NA,1200,"Pair",49.9506,-125.005,"","D Stirling","B.C. Nest Record Scheme","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1960,"",NA,5,NA,900,"Pair",49.9506,-125.005,"","R Barnes, WJ Merilees","B.C. Nest Record Scheme","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1963,"",NA,5,NA,3000,"Pair",49.9506,-125.005,"","","B.C. Nest Record Scheme","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1965,"",NA,5,NA,3000,"Pair",49.9506,-125.005,"","","B.C. Nest Record Scheme","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1967,"",NA,5,NA,3500,"Pair",49.9506,-125.005,"","Rob Butler","B.C. Nest Record Scheme","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1969,"",NA,5,NA,3000,"Pair",49.9506,-125.005,"","","B.C. Nest Record Scheme","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1970,"",NA,5,NA,100,"Nests",49.9506,-125.005,"","DR Drent, R Foottit","B.C. Nest Record Scheme","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1973,"",NA,5,NA,286,"Nests",49.9506,-125.005,"","","B.C Nest Record Scheme","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1974,"",NA,5,NA,1632,"Pair",49.9506,-125.005,"","","Campbell 1976","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1977,"",NA,5,NA,987,"Pair",49.9506,-125.005,"","","B.C. Nest Record Scheme","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",1986,"",NA,5,NA,2100,"Nests",49.9506,-125.005,"","","Vermeer and Devito 1989","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mitlenatch Island",2010,"",NA,5,NA,1152,"Nests",49.9506,-125.005,"","","","SG-090","Mitlenatch Island",NA,"SG-090","Mitlenatch Island",49.95,-125.0042,NA
"Mouat Islands",1986,"",NA,2,NA,35,"Nests",49.6375,-124.4701,"","","Vermeer and Devito 1989","SG-180","Mouat Islands",NA,"SG-180","Mouat Islands",49.6331,-124.4625,NA
"Mouat Islands",2006,"",NA,2,NA,45,"Nests",49.6375,-124.4701,"","Rob Butler","Rob Butler pers. comm. 2009","SG-180","Mouat Islands",NA,"SG-180","Mouat Islands",49.6331,-124.4625,NA
"Nanoose Bay Island",1961,"",NA,3,NA,75,"Pair",49.2629,-124.1805,"","","","GI-015","Yeo Islands","check",NA,"Nanoose Bay Island",49.2629,-124.1805,"name and coordinates set to KBB2020"
"Nanoose Bay Island",1963,"",NA,3,NA,100,"Pair",49.2629,-124.1805,"","","","GI-015","Yeo Islands","check",NA,"Nanoose Bay Island",49.2629,-124.1805,"name and coordinates set to KBB2020"
"Norris Rocks",1960,"",NA,4,NA,20,"Pairs",49.4839,-124.648,"","R and J Drent","B.C. Nest Record Scheme","SG-230","Norris Rocks",NA,"SG-230","Norris Rocks",49.4836,-124.6475,NA
"Norris Rocks",1968,"",NA,4,NA,17,"Nests",49.4839,-124.648,"","","Campbell et al 1990","SG-230","Norris Rocks",NA,"SG-230","Norris Rocks",49.4836,-124.6475,NA
"Norris Rocks",1974,"",NA,4,NA,85,"Pair",49.4839,-124.648,"","","B.C. Nest Record Scheme","SG-230","Norris Rocks",NA,"SG-230","Norris Rocks",49.4836,-124.6475,NA
"Norris Rocks",1975,"",NA,4,NA,170,"Nests",49.4839,-124.648,"","K. Kennedy","B.C. Nest Record Scheme","SG-230","Norris Rocks",NA,"SG-230","Norris Rocks",49.4836,-124.6475,NA
"Norris Rocks",1977,"",NA,4,NA,104,"Pair",49.4839,-124.648,"","MG Shepard","B.C Nest Record Scheme","SG-230","Norris Rocks",NA,"SG-230","Norris Rocks",49.4836,-124.6475,NA
"Norris Rocks",1978,"",NA,4,NA,58,"Nests",49.4839,-124.648,"","MGS TES","B.C Nest Record Scheme","SG-230","Norris Rocks",NA,"SG-230","Norris Rocks",49.4836,-124.6475,NA
"Norris Rocks",1981,"",NA,4,NA,111,"Nests",49.4839,-124.648,"","M McNall, A Burger","B.C Nest Record Scheme","SG-230","Norris Rocks",NA,"SG-230","Norris Rocks",49.4836,-124.6475,NA
"Norris Rocks",1986,"",NA,4,NA,287,"Nests",49.4839,-124.648,"","","Vermeer and Devito 1989","SG-230","Norris Rocks",NA,"SG-230","Norris Rocks",49.4836,-124.6475,NA
"Norris Rocks",2010,"",NA,4,NA,111,"Nests",49.4839,-124.648,"","","","SG-230","Norris Rocks",NA,"SG-230","Norris Rocks",49.4836,-124.6475,NA
"Pam Rocks",1956,"",NA,3,NA,10,"Pair. 7-8 nests examined",49.4878,-123.2985,"","J.K. Cooper","Drent and Guiguet 1961","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",1963,"",NA,3,NA,7,"Nests",49.4878,-123.2985,"","","B.C Nest Record Scheme","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",1968,"",NA,3,NA,109,"Pair",49.4878,-123.2985,"","","B.C. Nest Record Scheme","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",1969,"",NA,3,NA,99,"Pair",49.4878,-123.2985,"","","B.C Nest Record Scheme","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",1971,"",NA,3,NA,30,"Nests",49.4878,-123.2985,"","GR Waters","B.C Nest Record Scheme","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",1974,"",NA,3,NA,121,"Pair",49.4878,-123.2985,"","","Campbell 1976","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",1978,"",NA,3,NA,151,"Nests",49.4878,-123.2985,"","","Moira Lemon","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",1980,"",NA,3,NA,105,"Nests",49.4878,-123.2985,"","P Nott, M McNall","B.C Nest Record Scheme","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",1981,"",NA,3,NA,131,"Nests",49.4878,-123.2985,"","","Moira Lemon","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",1986,"incl small islet",NA,3,NA,109,"Nests",49.4878,-123.2985,"","","Vermeer and Devito 1989","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",1999,"incl small islet",NA,3,NA,25,"Nests",49.4878,-123.2985,"","","Moira Lemon, Sullivan et al. 2002","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Pam Rocks",2010,"incl small islet",NA,3,NA,7,"Nests",49.4878,-123.2985,"","","","SG-440","Pam Rock",NA,"SG-440","Pam Rock",49.4878,-123.2994,NA
"Passage Island",1958,"S tip and rock immediately south",NA,5,NA,16,"Nests",49.3435,-123.3057,"","A Muir  and J.G. Sarles","Drent and Guiguet 1961","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Passage Island",1959,"S. Rock",NA,5,NA,50,"Pair. 38 nests with eggs",49.3435,-123.3057,"","J. Toochin","Drent and Guiguet 1961","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Passage Island",1963,"",NA,5,NA,125,"Pair",49.3435,-123.3057,"","","B.C Nest Record Scheme","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Passage Island",1964,"",NA,5,NA,300,"Nests (estimated)",49.3435,-123.3057,"","T Robertson","B.C. Nest Record Scheme","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Passage Island",1966,"",NA,5,NA,75,"Pair",49.3435,-123.3057,"","G Sink","B.C Nest Record Scheme","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Passage Island",1968,"",NA,5,NA,300,"Pair",49.3435,-123.3057,"orig est 275-325","R and P Drent","B.C Nest Record Scheme","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Passage Island",1971,"",NA,5,NA,400,"Pair",49.3435,-123.3057,"","GR Waters","B.C Nest Record Scheme","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Passage Island",1974,"",NA,5,NA,496,"Nests (371 eggs, 596 young)",49.3435,-123.3057,"","","Campbell 1976","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Passage Island",1978,"",NA,5,NA,798,"Nests",49.3435,-123.3057,"","","Campbell et al 1990","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Passage Island",1986,"",NA,5,NA,384,"Nests",49.3435,-123.3057,"","","Vermeer and Devito 1989","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Passage Island",2010,"",NA,5,NA,7,"Nests",49.3435,-123.3057,"","","","SG-530","Passage Island",NA,"SG-530","Passage Island",49.3431,-123.3056,NA
"Point Atkinson",1968,"",NA,1,NA,4,"Nests",49.3301,-123.265,"","","""Colony"" file in GWGU_laura - source unk.","SG-550","Point Atkinson",NA,"SG-550","Point Atkinson",49.3297,-123.265,NA
"Point Atkinson",1974,"",NA,1,NA,3,"Pair",49.3301,-123.265,"","","Campbell 1976","SG-550","Point Atkinson",NA,"SG-550","Point Atkinson",49.3297,-123.265,NA
"Ragged Islets",1923,"",NA,3,NA,0,"Nests",49.0263,-123.6958,"","","Campbell et al 1990","GI-200","Ragged Islets",NA,"GI-200","Ragged Islets",49.0264,-123.6961,NA
"Ragged Islets",1961,"",NA,3,NA,15,"Pair",49.0263,-123.6958,"","","B.C Nest Record Scheme","GI-200","Ragged Islets",NA,"GI-200","Ragged Islets",49.0264,-123.6961,NA
"Ragged Islets",1963,"",NA,3,NA,15,"Pair",49.0263,-123.6958,"orig est 10-20","MS Rodway, RW Campbell","B.C. Nest Record Scheme","GI-200","Ragged Islets",NA,"GI-200","Ragged Islets",49.0264,-123.6961,NA
"Ragged Islets",1968,"",NA,3,NA,55,"Pair",49.0263,-123.6958,"orig est 50-60","R Drent","B.C Nest Record Scheme","GI-200","Ragged Islets",NA,"GI-200","Ragged Islets",49.0264,-123.6961,NA
"Ragged Islets",1974,"",NA,3,NA,103,"Pair",49.0263,-123.6958,"","","Campbell 1976","GI-200","Ragged Islets",NA,"GI-200","Ragged Islets",49.0264,-123.6961,NA
"Ragged Islets",1977,"",NA,3,NA,126,"Nests",49.0263,-123.6958,"","MS Rodway, RW Campbell","B.C. Nest Record Scheme","GI-200","Ragged Islets",NA,"GI-200","Ragged Islets",49.0264,-123.6961,NA
"Ragged Islets",1978,"",NA,3,NA,130,"Nests",49.0263,-123.6958,"","","Campbell et al 1990","GI-200","Ragged Islets",NA,"GI-200","Ragged Islets",49.0264,-123.6961,NA
"Ragged Islets",1986,"",NA,3,NA,69,"Nests",49.0263,-123.6958,"","","Vermeer and Devito 1989","GI-200","Ragged Islets",NA,"GI-200","Ragged Islets",49.0264,-123.6961,NA
"Ragged Islets",2010,"",NA,3,NA,18,"Nests",49.0263,-123.6958,"","","","GI-200","Ragged Islets",NA,"GI-200","Ragged Islets",49.0264,-123.6961,NA
"Reay Island",1974,"",NA,1,NA,5,"Pair",48.6835,-123.3291,"","","Campbell 1976","GI-680","Reay Island",NA,"GI-680","Reay Island",48.6833,-123.3292,NA
"Reay Island",1977,"",NA,1,NA,6,"Nests",48.6835,-123.3291,"","","B.C Nest Record Scheme","GI-680","Reay Island",NA,"GI-680","Reay Island",48.6833,-123.3292,NA
"Reay Island",1999,"",NA,1,NA,0,"Nests, 1 start nest recorded",48.6835,-123.3291,"","","Moira Lemon BLOY egg collection 1999","GI-680","Reay Island",NA,"GI-680","Reay Island",48.6833,-123.3292,NA
"Reay Island",2010,"",NA,1,NA,0,"Nests",48.6835,-123.3291,"","Todd Golumbia","T Golumbia pers comm","GI-680","Reay Island",NA,"GI-680","Reay Island",48.6833,-123.3292,NA
"Reifel Refuge",1974,"",NA,1,NA,3,"Pair",49.1051,-123.1797,"","","Campbell 1976","SG-680","Westham Island",NA,"SG-680","Westham Island",49.0983,-123.1786,NA
"Reifel Refuge",1987,"",NA,1,NA,1,"Nest",49.1051,-123.1797,"","J Perrs","B.C. Nest Record Scheme","SG-680","Westham Island",NA,"SG-680","Westham Island",49.0983,-123.1786,NA
"Reifel Refuge",1988,"",NA,1,NA,0,"Nests",49.1051,-123.1797,"","J Perrs","B.C. Nest Record Scheme","SG-680","Westham Island",NA,"SG-680","Westham Island",49.0983,-123.1786,NA
"Rose Islets",1963,"",NA,3,NA,50,"Pair",49.008,-123.644,"","MS Rodway, RW Campbell","B.C. Nest Record Scheme","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",1968,"",NA,3,NA,100,"Pair",49.008,-123.644,"","","B.C Nest Record Scheme","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",1969,"",NA,3,NA,100,"Pair",49.008,-123.644,"","","B.C Nest Record Scheme","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",1972,"",NA,3,NA,1,"Nests",49.008,-123.644,"","","Campbell et al 1990","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",1974,"",NA,3,NA,208,"Pair",49.008,-123.644,"","","Campbell 1976","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",1976,"",NA,3,NA,119,"Pair",49.008,-123.644,"","","B.C Nest Record Scheme","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",1977,"",NA,3,NA,167,"Pair",49.008,-123.644,"","","B.C Nest Record Scheme","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",1981,"",NA,3,NA,211,"Nests",49.008,-123.644,"","","Campbell et al 1990","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",1984,"",NA,3,NA,41,"Nests",49.008,-123.644,"","","B.C Nest Record Scheme","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",1985,"",NA,3,NA,112,"Nests",49.008,-123.644,"","","Vermeer and Devito 1989","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",1986,"",NA,3,NA,116,"Nests",49.008,-123.644,"","","Vermeer and Devito 1989","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Rose Islets",2010,"",NA,3,NA,12,"Nests",49.008,-123.644,"","","","GI-210","Rose Islets",NA,"GI-210","Rose Islets",49.0081,-123.6439,NA
"Ruxton Island",1977,"Cliffs",NA,1,NA,2,"Nests",49.0723,-123.6999,"","MS Rodway, RW Campbell","B.C. Nest Record Scheme","GI-171","Whaleboat Island",NA,"GI-171","Whaleboat Island",49.0739,-123.6925,NA
"Ruxton Island",1986,"",NA,1,NA,2,"Nests",49.0723,-123.6999,"","","Vermeer and Devito 1989","GI-171","Whaleboat Island",NA,"GI-171","Whaleboat Island",49.0739,-123.6925,NA
"Sallas Rocks",1986,"",NA,2,NA,29,"Nests",48.585,-123.2903,"","","Vermeer and Devito 1989","GI-770","Sallas Rocks",NA,"GI-770","Sallas Rocks",48.5847,-123.2903,NA
"Sallas Rocks",1997,"",NA,2,NA,13,"Nests",48.585,-123.2903,"","","Sullivan et al 2002","GI-770","Sallas Rocks",NA,"GI-770","Sallas Rocks",48.5847,-123.2903,NA
"Sallas Rocks",2006,"",NA,2,NA,0,"Nests",48.585,-123.2903,"","R. Butler","Butler pers. comm.","GI-770","Sallas Rocks",NA,"GI-770","Sallas Rocks",48.5847,-123.2903,NA
"Sallas Rocks",2009,"",NA,2,NA,9,"Nests",48.585,-123.2903,"","T. Golumbia","Todd Golumbia pers. comm. 2009","GI-770","Sallas Rocks",NA,"GI-770","Sallas Rocks",48.5847,-123.2903,NA
"Saltspring Island",1974,"Unnamed rock in mouth of Long Harbour",NA,1,NA,3,"Nests",48.8522,-123.4413,"","MS Rodway, RW Campbell","B.C. Nest Record Scheme","GI-408","Clamshell Islet",NA,"GI-408","Clamshell Islet",48.8519,-123.4414,NA
"Saltspring Island",1977,"Unnamed rock in mouth of Long Harbour",NA,1,NA,1,"Nest",48.8522,-123.4413,"","MS Rodway, RW Campbell","B.C. Nest Record Scheme","GI-408","Clamshell Islet",NA,"GI-408","Clamshell Islet",48.8519,-123.4414,NA
"Saturna Island",1977,"South of East Point",NA,1,NA,7,"Nests",48.7839,-123.0448,"","MS Rodway, RW Campbell","B.C. Nest Record Scheme","GI-510","East Point - Cliffs",NA,"GI-510","East Point - Cliffs",48.7817,-123.0469,NA
"Saturna Island",1986,"East Point",NA,1,NA,7,"Nests",48.7839,-123.0448,"","","Vermeer and Devito 1989","GI-510","East Point - Cliffs",NA,"GI-510","East Point - Cliffs",48.7817,-123.0469,NA
"Sisters Islets",1940,"",NA,3,NA,100,"Pair. Gulls observed nesting  (with eggs and young)",49.4867,-124.4349,"","O.S. Dean (lightkeeper)","Drent and Guiguet 1961","SG-250","Sisters Islets",NA,"SG-250","Sisters Islets",49.4867,-124.435,NA
"Sisters Islets",1941,"",NA,3,NA,100,"Pair. Gulls observed nesting  (with eggs and young)",49.4867,-124.4349,"","O.S. Dean (lightkeeper)","Drent and Guiguet 1961","SG-250","Sisters Islets",NA,"SG-250","Sisters Islets",49.4867,-124.435,NA
"Sisters Islets",1942,"",NA,3,NA,100,"Pair. Gulls observed nesting  (with eggs and young)",49.4867,-124.4349,"","O.S. Dean (lightkeeper)","Drent and Guiguet 1961","SG-250","Sisters Islets",NA,"SG-250","Sisters Islets",49.4867,-124.435,NA
"Sisters Islets",1943,"",NA,3,NA,100,"Pair. Gulls observed nesting  (with eggs and young)",49.4867,-124.4349,"","O.S. Dean (lightkeeper)","Drent and Guiguet 1961","SG-250","Sisters Islets",NA,"SG-250","Sisters Islets",49.4867,-124.435,NA
"Sisters Islets",1951,"",NA,3,NA,100,"Pair. Gulls observed nesting  (with eggs and young)",49.4867,-124.4349,"","Mrs. A.G. Waldon","Drent and Guiguet 1961","SG-250","Sisters Islets",NA,"SG-250","Sisters Islets",49.4867,-124.435,NA
"Sisters Islets",1968,"",NA,3,NA,74,"Pair",49.4867,-124.4349,"","R and N Drent","B.C Nest Record Scheme","SG-250","Sisters Islets",NA,"SG-250","Sisters Islets",49.4867,-124.435,NA
"Sisters Islets",1974,"",NA,3,NA,108,"Pair",49.4867,-124.4349,"","","Campbell 1976","SG-250","Sisters Islets",NA,"SG-250","Sisters Islets",49.4867,-124.435,NA
